text,label,primary_emotion,secondary_emotion,tone,context_domain,social_setting,latent_goal,cognitive_cue,sensory_detail
"I convinced the sommelier to blindfold us for the final pour so we have to trust where this goes.",seduction_attempt,anticipation,intimacy,seductive,romantic_pursuit,wine_library,win_affection,trust_test,dark_berries
"I brought the antique compass you admired; let it spin between us until it chooses the direction tonight.",seduction_attempt,intrigue,anticipation,romantic,romantic_pursuit,hidden_garden,lower_defenses,fate_frame,brass_coolness
"I hid little polaroids along the pier that reveal more of what I adore each time you find one.",seduction_attempt,affection,surprise,playful,romantic_pursuit,moonlit_pier,win_affection,scavenger_story,polaroid_gloss
"I booked the planetarium announcer to narrate our first meeting like a cosmic myth if you’ll stay.",seduction_attempt,admiration,wonder,dramatic,romantic_pursuit,celestial_theater,lower_defenses,storytelling_lure,orion_glow
"I tuned the string quartet to match your footsteps so every step feels choreographed together.",seduction_attempt,anticipation,grace,elegant,romantic_pursuit,winter_ballroom,win_affection,mirroring_cue,rosin_scent
"I arranged the spice market stall to open after hours; taste with me and I’ll decode the notes I chose for you.",seduction_attempt,desire,curiosity,sensual,romantic_pursuit,midnight_market,lower_defenses,sensory_overload,sumac_air
"I rerouted the ferry so we drift past the lighthouse exactly when it flashes twice like your blink.",seduction_attempt,anticipation,wonder,thoughtful,romantic_pursuit,harbor_ferry,win_affection,detail_recall,salt_breeze
"I taught the mixologist your favorite mocktail; sip with me and I’ll tell you why every garnish matters.",seduction_attempt,affection,care,cozy,romantic_pursuit,hidden_bar,lower_defenses,personalization_hook,lime_zest
"I arranged the rooftop telescope to spell out your initials using satellites tonight.",seduction_attempt,admiration,intrigue,grand,romantic_pursuit,astronomy_rooftop,win_affection,grand_gesture,orbital_glint
"I rented the candlelit library so the only whispers belong to us.",seduction_attempt,desire,serenity,intimate,romantic_pursuit,private_library,lower_defenses,privacy_frame,wax_warmth
"I stacked the throw pillows like stepping stones to the balcony so you have to cross the soft path with me.",seduction_attempt,playfulness,anticipation,cozy,romantic_pursuit,loft_lounge,win_affection,proxemics_nudge,velvet_brush
"I recorded the ocean tide and looped it through the studio speakers because I know how it slows your pulse.",seduction_attempt,devotion,calm,soothing,romantic_pursuit,studio_loft,lower_defenses,thoughtful_gesture,seafoam_whisper
"I wove strands of fairy lights around the telescope tripod so our shadows braid together on the roof.",seduction_attempt,affection,anticipation,whimsical,romantic_pursuit,skyline_observatory,win_affection,visual_enchantment,light_braid
"I scheduled the gondola to pause at the bridge where lovers make promises; come see if the legend is real.",seduction_attempt,hope,curiosity,romantic,romantic_pursuit,canal_gondola,lower_defenses,folklore_play,violin_echo
"I arranged a mirrored waltz rehearsal so we watch ourselves fall into step.",seduction_attempt,anticipation,confidence,elegant,romantic_pursuit,rehearsal_hall,win_affection,mirroring_cue,polished_floor
"I coaxed the calligrapher to ink our names onto the same parchment and left room for tonight’s vow.",seduction_attempt,devotion,anticipation,poetic,romantic_pursuit,artisan_studio,lower_defenses,commitment_nudge,ink_bloom
"I tuned the wind chimes outside your window so they chime a welcome the moment you arrive.",seduction_attempt,affection,anticipation,serene,romantic_pursuit,garden_veranda,win_affection,environmental_cue,copper_chime
"I convinced the chef to send the dessert course with a map to the rooftop; follow me there and read the note.",seduction_attempt,anticipation,intrigue,tempting,romantic_pursuit,urban_bistro,lower_defenses,treasure_invite,rooftop_breeze
"I wrapped the pergola in silk drapes so the night filters down like a secret.",seduction_attempt,desire,serenity,romantic,romantic_pursuit,courtyard_pergola,win_affection,atmosphere_control,silk_whisper
"I requested the DJ to spin our inside joke into the beat so you’d hear it and know I remembered.",seduction_attempt,playfulness,affection,energetic,romantic_pursuit,club_mezzanine,lower_defenses,shared_memory,bassline_wink
"I lined the tasting glasses with edible violets because they match the way you look at me when you’re tempted.",seduction_attempt,desire,intrigue,lavish,romantic_pursuit,secret_tasting_room,win_affection,sensory_overload,violet_sugar
"I bribed the night market storyteller to end with a chapter where we’re the heroes if you stay for the finale.",seduction_attempt,admiration,anticipation,dramatic,romantic_pursuit,storyteller_square,lower_defenses,future_pacing,lantern_smoke
"I etched your initials into the ice sculpture so as it melts the water traces them toward me.",seduction_attempt,anticipation,desire,artful,romantic_pursuit,winter_gala,win_affection,visual_enchantment,glacier_drip
"I folded origami cranes with secret compliments tucked inside; unfold them with me one by one.",seduction_attempt,affection,surprise,whimsical,romantic_pursuit,tea_attic,lower_defenses,slow_reveal,crane_rustle
"I reharmonized the lullaby we wrote so the bridge holds a question only you can answer.",seduction_attempt,devotion,anticipation,creative,romantic_pursuit,recording_studio,win_affection,unfinished_phrase,neon_meter
"I curated a film marathon where every protagonist shares your courage; stay and see how the story aligns.",seduction_attempt,admiration,inspiration,thoughtful,romantic_pursuit,screening_room,lower_defenses,identification_play,projector_heat
"I laced the stairway with tiny bells so each step sings us closer together.",seduction_attempt,playfulness,anticipation,charming,romantic_pursuit,lantern_staircase,win_affection,progressive_cue,silver_jingle
"I arranged the puppet theater’s finale to reveal a silhouette of us under the stage lights.",seduction_attempt,anticipation,mischief,artful,romantic_pursuit,marionette_house,lower_defenses,storytelling_lure,velvet_curtain
"I stocked the picnic basket with the flavors you said taste like home so you’ll share the memory with me.",seduction_attempt,affection,nostalgia,comforting,romantic_pursuit,cliffside_picnic,win_affection,nostalgia_trigger,thyme_breeze
"I asked the winemaker to bottle a blend named after your laugh; take a sip and tell me if it lingers long enough.",seduction_attempt,admiration,joy,lavish,romantic_pursuit,barrel_room,lower_defenses,flattery_pattern,berry_finish
"I timed the lantern release to our heartbeat monitor so the sky pulses in sync with us.",seduction_attempt,desire,anticipation,dramatic,romantic_pursuit,lantern_festival,win_affection,mirroring_cue,sky_lantern
"I coaxed the beekeeper to let us sample honey straight from the comb because sweetness is better shared.",seduction_attempt,affection,curiosity,sensual,romantic_pursuit,apiary_tour,lower_defenses,sensory_overload,honey_warmth
"I booked the pottery wheel so our hands have to steady each other or the clay will collapse.",seduction_attempt,anticipation,intimacy,creative,romantic_pursuit,ceramics_studio,win_affection,collaboration_prompt,clay_slip
"I tuned the neon sign to flicker your nickname every time you smile.",seduction_attempt,playfulness,joy,electric,romantic_pursuit,neon_diner,lower_defenses,feedback_loop,argon_glow
"I synchronized the drones to paint aurora colors overhead while we waltz on the helipad.",seduction_attempt,anticipation,wonder,grand,romantic_pursuit,helipad_gala,win_affection,grand_gesture,drone_trail
"I begged the chocolatier to infuse the ganache with the spice you once said tastes like courage.",seduction_attempt,admiration,reverence,lavish,romantic_pursuit,patisserie_salon,lower_defenses,compliment_reinforcement,cayenne_cocoa
"I rewrote the open mic introduction so the crowd knows you’re the muse before I perform.",seduction_attempt,devotion,anticipation,dramatic,romantic_pursuit,poetry_stage,win_affection,public_declaration,microphone_glow
"I guided the projection mapping so the city hall columns bloom when you arrive.",seduction_attempt,playfulness,pride,grand,romantic_pursuit,city_square,lower_defenses,grand_gesture,light_petals
"I reframed the scavenger hunt clues to highlight every detail I adore; follow them to the rooftop finale.",seduction_attempt,admiration,surprise,playful,romantic_pursuit,urban_scavenger,win_affection,slow_reveal,compass_click
"I stocked the listening room with binaural beats that match our breathing; sit with me in the dark.",seduction_attempt,desire,serenity,intimate,romantic_pursuit,listening_lounge,lower_defenses,mirroring_cue,subtle_thrum
"I coaxed the chef to pair the dessert flight with stories about how you changed my life.",seduction_attempt,devotion,gratitude,heartfelt,romantic_pursuit,chef_counter,win_affection,appreciation_script,cocoa_aroma
"I scripted the light show in the conservatory to pulse when we lean closer together.",seduction_attempt,anticipation,excitement,immersive,romantic_pursuit,glass_conservatory,lower_defenses,mirroring_cue,light_pulse
"I reserved the mountain hot spring so the mist wraps us in privacy if you dare to stay past midnight.",seduction_attempt,desire,anticipation,sensual,romantic_pursuit,alpine_hot_spring,win_affection,isolation_narrative,geothermal_steam
"I curated the art walk playlist to feature only songs that describe how brave you are.",seduction_attempt,admiration,inspiration,thoughtful,romantic_pursuit,art_walk,lower_defenses,affirmation_script,guitar_echo
"I coaxed the ice sculptor to freeze a key inside the heart so you can free it with me.",seduction_attempt,intrigue,anticipation,artful,romantic_pursuit,winter_prom,win_affection,collaboration_prompt,ice_sparkle
"I choreographed the drone cameras to catch the moment you laugh so we can replay it on the rooftop screen.",seduction_attempt,playfulness,joy,modern,romantic_pursuit,techno_rooftop,lower_defenses,visual_enchantment,screen_glow
"I restocked the reading room with annotated copies of your favorite essays where I highlighted the lines that remind me of you.",seduction_attempt,admiration,thoughtfulness,intellectual,romantic_pursuit,literary_salon,win_affection,personalization_hook,ink_margin
"I persuaded the perfumer to craft a custom oil that only warms on your skin—let me learn the scent.",seduction_attempt,desire,intrigue,sensual,romantic_pursuit,perfume_lab,lower_defenses,personalization_hook,amber_oil
"I recalibrated the VR headset so we walk the moon garden you sketched in your notebook.",seduction_attempt,anticipation,wonder,futuristic,romantic_pursuit,virtual_atrium,win_affection,shared_imagination,lunar_glow
"I asked the lighthouse keeper to let us climb to the lantern room where the night hums quietly.",seduction_attempt,hope,serenity,romantic,romantic_pursuit,coastal_lighthouse,lower_defenses,private_escape,salt_lantern
"I chartered the cable car to pause over the valley so we can toast the view alone.",seduction_attempt,anticipation,wonder,adventurous,romantic_pursuit,mountain_cablecar,win_affection,scarcity_frame,alpine_breeze
"I tuned the gallery lights to warm when you smile; try it and watch the room blush.",seduction_attempt,playfulness,joy,artful,romantic_pursuit,modern_gallery,lower_defenses,feedback_loop,halogen_glow
"I rehearsed the spoken word piece that names every color you’ve worn in my memories.",seduction_attempt,admiration,nostalgia,dramatic,romantic_pursuit,poetry_lounge,win_affection,compliment_reinforcement,stage_warmth
"I arranged the midnight brunch to serve the dish you eat when you celebrate, so we can celebrate us.",seduction_attempt,affection,joy,festive,romantic_pursuit,midnight_brunch,lower_defenses,shared_tradition,maple_aroma
"I rewired the audio tour to mention your insights because the museum should know who sharpened my eye.",seduction_attempt,admiration,gratitude,thoughtful,romantic_pursuit,history_museum,win_affection,credit_giving,polished_wood
"I asked the alchemist bar to add a smoky flourish to every glass whenever your pulse quickens.",seduction_attempt,desire,anticipation,dramatic,romantic_pursuit,molecular_bar,lower_defenses,mirroring_cue,smoke_swirl
"I built the blanket fort with constellations stitched inside so you can fall asleep in your favorite stories.",seduction_attempt,affection,comfort,playful,romantic_pursuit,living_room_den,win_affection,childhood_callback,fleece_softness
"I convinced the choir director to let me rewrite the closing hymn into a promise.",seduction_attempt,devotion,reverence,solemn,romantic_pursuit,cathedral_loft,lower_defenses,public_declaration,incense_trail
"I plotted the coastal bike ride to end where the lighthouse shines twice, so we can make our second wish.",seduction_attempt,hope,anticipation,adventurous,romantic_pursuit,moonlit_boardwalk,win_affection,ritual_cue,sea_salt
"I scheduled the art projector to overlay our silhouettes onto the gallery wall in real time.",seduction_attempt,desire,intrigue,immersive,romantic_pursuit,digital_gallery,lower_defenses,visual_enchantment,light_overlay
"I saved the last constellation cupcake so we’d have to share it with one fork.",seduction_attempt,playfulness,sweetness,cute,romantic_pursuit,popup_bakery,win_affection,proximity_prompt,sugar_frost
"I recorded ocean waves onto vinyl because you said analog tides sound more honest—listen with me.",seduction_attempt,devotion,nostalgia,soothing,romantic_pursuit,vinyl_bar,lower_defenses,thoughtful_gesture,seafoam_static
"I coaxed the night florist to weave glow orchids into your hair so the city knows you’re luminous.",seduction_attempt,admiration,pride,lavish,romantic_pursuit,night_florist,win_affection,flattery_pattern,orchid_glow
"I tuned the analog clock to chime softly when we synchronize our breaths.",seduction_attempt,anticipation,calm,intimate,romantic_pursuit,antique_clockshop,lower_defenses,mirroring_cue,clock_chime
"I booked the midnight pottery glazing so our colors fuse if we fire them together.",seduction_attempt,hope,curiosity,creative,romantic_pursuit,artisan_kiln,win_affection,shared_creation,glaze_shimmer
"I rewrote the tasting notes on the tea tins to describe chapters of the life we could share.",seduction_attempt,devotion,anticipation,poetic,romantic_pursuit,tea_library,lower_defenses,future_pacing,oolong_scroll
"I reprogrammed the city fountain to whisper your name in mist when you lean close.",seduction_attempt,desire,intrigue,magical,romantic_pursuit,city_square,win_affection,grand_gesture,water_whisper
"I curated the skyline picnic with constellations carved into the fruit so you’d find your favorite by touch.",seduction_attempt,affection,anticipation,creative,romantic_pursuit,roof_picnic,lower_defenses,sensory_overload,star_carvings
"I arranged the midnight theater rehearsal so the spotlights form a heart when we stand center stage.",seduction_attempt,anticipation,playfulness,dramatic,romantic_pursuit,empty_theater,win_affection,grand_gesture,spotlight_warmth
"I coaxed the chocolatier to hide warm caramel notes that bloom only if we taste them together.",seduction_attempt,desire,curiosity,sensual,romantic_pursuit,artisan_kitchen,lower_defenses,shared_experience,caramel_glow
"I rewrote the escape room finale so the final key unlocks a note asking you to stay longer.",seduction_attempt,intrigue,anticipation,gamified,romantic_pursuit,puzzle_suite,win_affection,slow_reveal,key_click
"I tuned the botanical misting system to release orchid scent each time you laugh.",seduction_attempt,playfulness,joy,romantic,romantic_pursuit,tropical_conservatory,lower_defenses,feedback_loop,orchid_mist
"I requested the astronomer to align the telescope to the star you wished on at twelve.",seduction_attempt,nostalgia,hope,romantic,romantic_pursuit,observatory_deck,win_affection,story_callback,star_beam
"I programmed the smart fireplace to spark brighter when you inch closer to me.",seduction_attempt,desire,anticipation,cozy,romantic_pursuit,modern_chalet,lower_defenses,mirroring_cue,ember_glow
"The rooftop is beautiful, but I’m heading home solo tonight so I can keep my promise to myself about early rest.",boundary_setting,resolve,self_respect,assertive,romantic_pursuit,rooftop_soiree,protect_autonomy,boundary_statement,city_breeze
"Thank you for the gold lettering, and I’ll accept the dessert to go while I meet my friends as planned.",boundary_setting,gratitude,resolve,polite,romantic_pursuit,gala_preparty,maintain_commitment,values_reframe,champagne_sparkle
"The after-hours jazz sounds tempting, yet I’m choosing to call it a night and walk home on my own terms.",boundary_setting,resolve,calm,firm,romantic_pursuit,private_concert,protect_autonomy,time_management,alley_echo
"Private museum tours aren’t my pace tonight—I’d prefer to keep things public and brief.",boundary_setting,calm,self_protection,steady,romantic_pursuit,after_hours_museum,maintain_safety,boundary_statement,marble_coolness
"Jasmine is lovely, and I still want to leave before midnight because that’s what keeps me grounded.",boundary_setting,resolve,self_care,centered,romantic_pursuit,moonlit_greenhouse,protect_autonomy,values_reaffirmation,floral_hum
"I enjoy the music, but I’m comfortable listening from here and keeping the space between us.",boundary_setting,calm,self_protection,measured,romantic_pursuit,parlor_recital,maintain_boundaries,proxemic_control,ivory_resonance
"Lantern markets are charming; still, I’m meeting a friend soon and won’t extend this detour.",boundary_setting,resolve,clarity,polite,romantic_pursuit,night_market,maintain_commitment,schedule_anchor,ginger_note
"I appreciate the tailored menu, yet I’d like to keep the evening platonic and call a ride in a bit.",boundary_setting,gratitude,resolve,clear,romantic_pursuit,chef_table,protect_autonomy,relationship_definition,citrus_steam
"Projector nights are special, and I’m going to head out before it becomes more intimate than I prefer.",boundary_setting,resolve,self_awareness,firm,romantic_pursuit,abandoned_warehouse,maintain_limits,boundary_statement,film_whir
"Vintage bottles aside, I’m not comfortable staying after hours, so I’ll say goodnight here.",boundary_setting,resolve,self_trust,steady,romantic_pursuit,vineyard_suite,protect_autonomy,exit_strategy,cork_aroma
"The harbor ride is generous, and I’m taking my own cab home because I make better choices rested.",boundary_setting,confidence,self_care,assertive,romantic_pursuit,harbor_cruise,maintain_agency,boundary_statement,salt_fog
"Latte constellations are thoughtful; my plan is still to walk solo and keep tonight light.",boundary_setting,calm,resolve,gentle,romantic_pursuit,late_night_cafe,protect_autonomy,values_reaffirmation,espresso_steam
"Ceramic keepsakes can wait; I’ll pass so our collaboration stays professional.",boundary_setting,clarity,self_protection,steady,creative_collab,artist_studio,maintain_boundaries,scope_control,clay_scent
"Slow dances are flattering, and I’m not extending the evening beyond this set.",boundary_setting,resolve,self_respect,firm,romantic_pursuit,loft_dancefloor,protect_autonomy,exit_strategy,vinyl_hum
"Firefly trails are lovely, yet I promised myself to avoid secluded walks tonight.",boundary_setting,resolve,self_protection,calm,romantic_pursuit,twilight_orchard,maintain_safety,risk_assessment,damp_grass
"I hear the compliments, and I still need to keep our interaction friendly and brief.",boundary_setting,calm,self_respect,steady,romantic_pursuit,linguist_lounge,protect_autonomy,relationship_definition,ink_note
"Midnight violin lessons sound creative; I’m going to decline and head home for rest.",boundary_setting,resolve,self_care,polite,creative_collab,atelier_balcony,maintain_balance,self_prioritization,cedar_night
"The mirrored poem is thoughtful, but I’m leaving before the evening shifts into romance.",boundary_setting,calm,self_protection,clear,romantic_pursuit,penthouse_suite,maintain_limits,boundary_statement,ink_glow
"Starlight tours aren’t for me tonight; I’d rather stick with my original itinerary.",boundary_setting,resolve,clarity,assertive,romantic_pursuit,night_airship,protect_autonomy,plan_adherence,engine_whirr
"Rare blooms or not, I won’t extend this walk beyond the courtyard.",boundary_setting,confidence,self_respect,firm,romantic_pursuit,moonlit_garden,maintain_boundaries,spatial_limit,petal_coolness
"Cabin retreats are a no for me—I prefer public spaces until we build more trust.",boundary_setting,resolve,self_protection,firm,romantic_pursuit,forest_cabin,protect_autonomy,trust_pacing,cedar_musk
"Silk linings aside, I’m keeping my own space tonight and heading home alone.",boundary_setting,resolve,self_respect,clear,romantic_pursuit,dressing_room,maintain_boundaries,exit_strategy,satin_swish
"Dance lessons aren’t on my agenda; I’ll skip so my boundaries stay intact.",boundary_setting,resolve,self_awareness,assertive,romantic_pursuit,dance_studio,protect_autonomy,priority_reaffirmation,wood_scuff
"Arcade treasure hunts sound fun, though I’m wrapping up for the night right here.",boundary_setting,calm,resolve,lighthearted,romantic_pursuit,retro_arcade,maintain_limits,closure_signal,neon_hum
"Lavender tarts are sweet, but I’m taking mine home and calling it an evening.",boundary_setting,gratitude,self_care,gentle,romantic_pursuit,midnight_kitchen,protect_autonomy,exit_strategy,lavender_sugar
"Backstage readings aren’t necessary; I prefer our conversations out front with others around.",boundary_setting,calm,self_protection,steady,romantic_pursuit,backstage_lounge,maintain_safety,public_preference,stage_dust
"Planetarium reclines aren’t my comfort zone yet; I’ll catch the regular show another time.",boundary_setting,resolve,self_awareness,polite,romantic_pursuit,private_planetarium,protect_autonomy,pace_control,cosmic_hum
"Lantern walks are charming, and I’ll keep this goodbye on the boardwalk before it turns intimate.",boundary_setting,resolve,self_respect,firm,romantic_pursuit,seaside_boardwalk,maintain_boundaries,closure_signal,tidal_breeze
"Rare confections aside, I’m declining the late tasting and heading home.",boundary_setting,resolve,self_care,steady,romantic_pursuit,artisan_chocolaterie,protect_autonomy,exit_strategy,cocoa_scent
"Aurora domes can wait—I’d rather plan something when expectations are clearer.",boundary_setting,clarity,self_respect,assertive,romantic_pursuit,aurora_dome,maintain_agency,expectation_setting,polar_air
"Radio towers aren’t for me tonight; I’m keeping both feet on familiar ground.",boundary_setting,resolve,self_protection,steady,romantic_pursuit,radio_rooftop,protect_autonomy,comfort_boundary,metal_vibration
"Picnic quilts are thoughtful, yet I’m leaving now to honor the pace I set.",boundary_setting,calm,resolve,gentle,romantic_pursuit,meadow_picnic,maintain_autonomy,pace_reaffirmation,wildflower_note
"Speakeasy encores aren’t on my calendar; thanks, and I’m calling my rideshare.",boundary_setting,resolve,self_respect,assertive,romantic_pursuit,hidden_speakeasy,protect_autonomy,time_management,amber_note
"Artistic sketches can stay at the studio; I’ll view them another day in daylight.",boundary_setting,calm,self_protection,practical,romantic_pursuit,artist_loft,maintain_safety,delay_tactic,charcoal_dust
"Infinity pools feel too intimate for me right now, so I’ll pass and head home.",boundary_setting,resolve,self_awareness,firm,romantic_pursuit,skyline_pool,protect_autonomy,comfort_boundary,chlorine_mist
"Meteor countdowns are exciting, but I’m ending the evening here to avoid mixed signals.",boundary_setting,clarity,self_respect,steady,romantic_pursuit,cosmic_gala,maintain_boundaries,expectation_setting,comet_echo
"Rooftop sunrises will have to wait—tonight I need rest more than romance.",boundary_setting,resolve,self_care,calm,romantic_pursuit,loft_balcony,protect_autonomy,prioritization,orange_dawn
"Spiral stairwells feel too secluded, so I’m staying where it’s bright and busy.",boundary_setting,resolve,self_protection,firm,romantic_pursuit,spiral_staircase,maintain_safety,risk_management,stone_coolness
"Horoscopes aside, I decide my own pace and I’m calling it a night.",boundary_setting,confidence,self_respect,assertive,romantic_pursuit,astrology_den,protect_autonomy,agency_claim,ink_scent
"Heartbeat lighting is clever, though I’m keeping the evening steady and separate.",boundary_setting,calm,self_awareness,steady,romantic_pursuit,skyline_lounge,maintain_boundaries,emotional_regulation,LED_tint
"Travel journals sound intimate; I’ll exit now before expectations build.",boundary_setting,clarity,self_protection,firm,romantic_pursuit,traveler_loft,protect_autonomy,pace_control,canvas_scent
"Wine storytelling is generous, and I’m concluding the tasting before it gets personal.",boundary_setting,resolve,self_respect,polite,romantic_pursuit,wine_cellar,maintain_boundaries,scope_control,oak_note
"Laser initials across the canyon are grand, but I’m not staying out past my safety window.",boundary_setting,resolve,self_protection,firm,romantic_pursuit,desert_outlook,protect_autonomy,risk_management,sand_coolness
"Theremin lullabies won’t change my mind; I need a quiet night alone.",boundary_setting,calm,self_care,steady,romantic_pursuit,retro_lab,maintain_balance,needs_expression,neon_glow
"Golden-hour photos feel too intimate, so I’ll book a session when it’s professional.",boundary_setting,clarity,self_respect,assertive,romantic_pursuit,photo_studio,protect_autonomy,scope_definition,softbox_heat
"Compass stitches are thoughtful; I still prefer heading home on my own.",boundary_setting,gratitude,self_care,gentle,romantic_pursuit,winter_promenade,maintain_autonomy,independence_signal,wool_air
"Glass-bottom rides aren’t my comfort zone at midnight, so I’m declining.",boundary_setting,resolve,self_protection,firm,romantic_pursuit,lagoon_cruise,protect_autonomy,comfort_boundary,tide_glow
"Monastery bells aside, I’ll keep our conversations in public spaces for now.",boundary_setting,clarity,self_respect,steady,romantic_pursuit,mountain_monastery,maintain_boundaries,trust_pacing,stone_chill
"Reading nooks are cozy; I’m keeping my own bedtime ritual tonight.",boundary_setting,calm,self_care,comforting,romantic_pursuit,literary_den,protect_autonomy,routine_honoring,page_rustle
"Meteorite truffles aren’t enough for me to extend the evening, so I’ll leave with gratitude.",boundary_setting,gratitude,self_respect,firm,romantic_pursuit,celestial_patisserie,maintain_boundaries,closure_signal,starlight_shimmer
"Escape room secrets can wait; I’m concluding at the lobby with the group.",boundary_setting,calm,self_protection,assertive,romantic_pursuit,escape_suite,protect_autonomy,public_anchor,lock_click
"Laser shows won’t sway me; I’m heading out with the rest of the crowd.",boundary_setting,resolve,self_respect,steady,romantic_pursuit,neon_gallery,maintain_boundaries,collective_exit,laser_fog
"Personal perfumes are flattering, and I need to decline touching moments tonight.",boundary_setting,calm,self_protection,clear,romantic_pursuit,atelier_event,protect_autonomy,touch_boundary,amber_note
"Vinyl confessions are heartfelt; I’m keeping this friendship lane and leaving now.",boundary_setting,resolve,self_respect,kind,romantic_pursuit,hi_fi_lounge,maintain_boundaries,relationship_definition,vinyl_crackle
"Skatepark murals are bold, yet I’m ready to wrap and stick to daylight meetups.",boundary_setting,confidence,self_protection,firm,romantic_pursuit,midnight_skatepark,protect_autonomy,schedule_control,spray_paint
"Latte initials are sweet; I’m keeping meetings short and public until I’m sure of intentions.",boundary_setting,calm,self_respect,steady,romantic_pursuit,artisan_cafe,maintain_boundaries,trust_building,espresso_crema
"Sunrise hikes aren’t on my docket; I need sleep more than spontaneity.",boundary_setting,resolve,self_care,practical,romantic_pursuit,alpine_trail,protect_autonomy,priority_setting,ice_air
"Childhood comets are great memories, yet I’m still saying goodnight here.",boundary_setting,calm,self_respect,gentle,romantic_pursuit,observatory_deck,maintain_boundaries,closure_signal,metal_rail
"Glassblower gifts can wait for daylight; tonight I choose rest.",boundary_setting,resolve,self_care,steady,romantic_pursuit,artisan_market,protect_autonomy,self_prioritization,glass_warmth
"Firework tributes are flattering, but I’m keeping my commitments with other friends tonight.",boundary_setting,confidence,self_respect,assertive,romantic_pursuit,harbor_pier,maintain_commitment,schedule_anchor,gunpowder_trail
"Carousel rides can happen another time with more notice; I’m leaving with the group now.",boundary_setting,calm,self_protection,steady,romantic_pursuit,vintage_carousel,protect_autonomy,plan_adherence,brass_music
"Dessert riddles are charming; I still prefer to wrap the night without surprises.",boundary_setting,clarity,self_respect,polite,romantic_pursuit,secret_supper,maintain_boundaries,expectation_setting,citrus_aroma
"Starry soundtracks aside, I’m leaving before the room empties out.",boundary_setting,resolve,self_protection,firm,romantic_pursuit,celestial_hall,protect_autonomy,safety_strategy,subwoofer_hum
"Barrel signatures can wait; I’m not making symbolic commitments tonight.",boundary_setting,clarity,self_respect,steady,romantic_pursuit,vineyard_cavern,maintain_boundaries,commitment_pacing,oak_coolness
"Portrait galleries feel intimate; I’ll stop by another day when it’s a public opening.",boundary_setting,calm,self_protection,measured,romantic_pursuit,private_gallery,protect_autonomy,scope_definition,oil_scent
"Fortune cookie messages won’t sway me; I’m sticking with my plan to call it a night early.",boundary_setting,resolve,self_respect,assertive,romantic_pursuit,late_night_bistro,maintain_autonomy,plan_adherence,ginger_aroma
"Dance floors are fun, yet I’m leaving with my group as arranged.",boundary_setting,confidence,self_respect,firm,romantic_pursuit,retro_club,protect_autonomy,collective_exit,bass_thump
"Meteor framing aside, I’m not up for overnight excursions.",boundary_setting,resolve,self_protection,steady,romantic_pursuit,desert_camp,maintain_boundaries,safety_plan,meteor_glow
"Scent diffusers are thoughtful; I still need personal space and quiet tonight.",boundary_setting,calm,self_care,soft,romantic_pursuit,artist_loft,protect_autonomy,self_regulation,citrus_cloud
"Duet playlists won’t change my boundaries; I’m sticking to my ride-share home.",boundary_setting,resolve,self_respect,firm,romantic_pursuit,neon_karaoke,maintain_autonomy,plan_adherence,stage_echo
"Edible silver stars are beautiful, and I’m leaving before midnight regardless.",boundary_setting,gratitude,self_respect,steady,romantic_pursuit,sweet_laboratory,protect_autonomy,time_boundary,sugar_spark
"Archery under the moon isn’t my comfort activity; I’m declining without debate.",boundary_setting,resolve,self_protection,assertive,romantic_pursuit,forest_range,maintain_safety,firm_refusal,string_twirl
"Hidden speakers aside, I prefer audible consent and clear conversations, not surprises.",boundary_setting,clarity,self_respect,steady,romantic_pursuit,botanical_labyrinth,protect_autonomy,communication_cue,dew_breeze
"Latte astrology is charming, but I’m still catching the early train alone.",boundary_setting,resolve,self_respect,practical,romantic_pursuit,skyline_cafe,maintain_autonomy,plan_adherence,foam_spice
"Photobooth illusions aren’t for me; I need reality and daylight choices.",boundary_setting,calm,self_respect,steady,romantic_pursuit,retro_arcade,protect_autonomy,clarity_request,printer_warmth
"VIP seats aside, I’m heading out with the crowd because that’s what feels safe.",boundary_setting,confidence,self_protection,assertive,romantic_pursuit,skyline_lounge,maintain_safety,collective_exit,city_noise
"Choir harmonies are beautiful; I still want our interactions to stay casual for now.",boundary_setting,calm,self_respect,gentle,romantic_pursuit,cathedral_balcony,protect_autonomy,expectation_setting,candle_smoke
"Fountain theatrics aren’t changing my mind; I’m sticking to daylight meetups.",boundary_setting,resolve,self_respect,firm,romantic_pursuit,city_plaza,maintain_boundaries,plan_adherence,mist_coolness
"Aurora igloos sound remote; I’m declining to keep things within my comfort zone.",boundary_setting,resolve,self_protection,steady,romantic_pursuit,arctic_retreat,protect_autonomy,risk_assessment,icy_air
"Floral crowns are thoughtful, and I’m heading home on schedule.",boundary_setting,gratitude,self_respect,polite,romantic_pursuit,solstice_ball,maintain_commitment,schedule_anchor,petal_brush
"VR galleries are fascinating; I need clearer intentions before doing private tours.",boundary_setting,clarity,self_protection,assertive,romantic_pursuit,immersive_gallery,protect_autonomy,scope_definition,neon_spark
"Motorcycle rides at midnight aren’t for me; I’m catching a cab.",boundary_setting,resolve,self_protection,firm,romantic_pursuit,midnight_ride,maintain_safety,transport_choice,engine_heat
"Floating tea houses can wait; I already have a self-care night planned.",boundary_setting,resolve,self_care,calm,romantic_pursuit,harbor_teahouse,protect_autonomy,prioritization,oolong_steam
