text,label,primary_emotion,secondary_emotion,tone,context_domain,social_setting,latent_goal,cognitive_cue,sensory_detail
"May we reroute the mobile hydration cart to the grief support tent before the midnight vigil?",resource_request,care,concern,soothing,grief_tent,logistics_call,maintain_comfort,support_planning,herbal_water
"Could the innovation kitchen lend fermentation jars for the community science tasting?",resource_request,collaboration,curiosity,playful,innovation_kitchen,resource_exchange,enable_experiment,shared_learning,glass_jar
"Requesting the memory keepers send archival gloves to the youth history workshop tomorrow.",resource_request,respect,anticipation,encouraging,history_workshop,prep_request,protect_artifacts,education_planning,cotton_glove
"Please secure the accessible stage ramp for the solidarity poetry night after tonight's dismantle.",resource_request,inclusion,determination,organized,poetry_stage,access_request,maintain_accessibility,event_coordination,ramp_panel
"We need to borrow the mobile microgrid to power the forest storytelling campfire tomorrow.",resource_request,readiness,anticipation,resourceful,forest_camp,energy_request,ensure_power,logistical_planning,microgrid_case
"May the seafloor mapping team receive waterproof notebooks for the extended dive series?",resource_request,curiosity,determination,methodical,seafloor_team,resource_call,collect_data,mission_support,waterproof_notebook
"Could the solidarity archive loan oral history kits to the river ferry crew for commuter interviews?",resource_request,curiosity,care,enthusiastic,river_ferry,collab_request,document_stories,knowledge_harvest,audio_satchel
"Requesting a mindfulness facilitator to join the policy negotiation tonight for balanced pacing.",resource_request,care,respect,steady,policy_negotiation,support_request,maintain_wellbeing,process_design,wind_chime
"Please send extra luminescent markers to the climate mural crew for night detailing.",resource_request,excitement,determination,creative,climate_mural,art_request,enhance_visibility,resource_distribution,glow_marker
"May we allocate a quiet companion to the sky deck for the elder astronomer visiting at dusk?",resource_request,respect,care,gentle,sky_deck,hospitality_board,offer_support,relational_planning,telescope_sheen
"Could the robotics pier spare tactile schematics for the incoming apprentices?",resource_request,curiosity,inclusion,hopeful,robotics_pier,training_request,enhance_learning,accessibility_planning,tactile_schematic
"We need additional lantern fuel for the solidarity labyrinth before the midnight empathy walk.",resource_request,anticipation,care,steady,solidarity_labyrinth,ops_request,maintain_path,logistics_preparation,lantern_oil
"Please reserve the floating classroom for the refugee science circle tomorrow afternoon.",resource_request,care,respect,organized,floating_classroom,schedule_request,provide_space,community_planning,water_glow
"May we borrow the calm lighting rig from the reflection deck for the trauma processing session?",resource_request,care,anticipation,soothing,trauma_session,environment_request,shape_safety,ambient_design,amber_light
"Could we get the resilience garden's scent map printed large-scale for the accessibility tour?",resource_request,consideration,anticipation,creative,resilience_garden,design_request,enhance_navigation,sensory_planning,lavender_print
"Requesting emergency knitting kits for the solidarity lounge; guests asked for grounding crafts.",resource_request,care,anticipation,comforting,solidarity_lounge,community_request,offer_soothing,resource_gathering,yarn_bundle
"Please send a second audio describer to the empathy film night; attendance doubled unexpectedly.",resource_request,inclusion,respect,professional,empathy_cinema,program_request,ensure_access,capacity_management,projector_hum
"We need to allocate extra bike lights for the mobile library escorts returning after dusk.",resource_request,safety,anticipation,steady,mobile_library,ops_board,ensure_visibility,logistics_support,bike_light
"Could the translation team share their warm-up room with the sign choir between rehearsals?",resource_request,collaboration,consideration,kind,translation_team,scheduling_request,share_resources,coordination_effort,warm_room
"Requesting the observatory send star charts in braille for tonight's inclusive stargaze.",resource_request,inclusion,anticipation,joyful,observatory,preparation_request,broaden_access,content_adaptation,braille_chart
"Please reroute the compassion fund to include additional travel stipends for the remote delegates.",resource_request,advocacy,respect,determined,compassion_fund,finance_request,remove_barriers,resource_allocation,ledger_page
"May the desert garden lend cooling misters to the solidarity plaza during the midday protest?",resource_request,care,anticipation,supportive,solidarity_plaza,logistics_call,protect_health,climate_response,mister_fine
"Could the mobile fab lab share its laser etcher for the tactile signage build tonight?",resource_request,collaboration,determination,professional,mobile_fab_lab,resource_exchange,meet_deadline,production_support,laser_glow
"We need to borrow the empathy drones for the dawn care package drop across the canyon.",resource_request,care,anticipation,confident,empathy_drones,mission_request,extend_support,logistics_planning,rotor_pulse
"Alert: microcracks detected in the canyon glassway; reroute walkers to the ridge path immediately.",hazard_alert,urgency,concern,serious,canyon_ops,safety_channel,prevent_injury,risk_detection,glass_crackle
"Heads-up team, the geothermal bay registers sulfur spikes—ventilate and pause hands-on work.",hazard_alert,urgency,readiness,firm,geothermal_bay,ops_broadcast,protect_health,sensor_monitoring,sulfur_haze
"Red flag: lightning cells converging over the canopy lab—clear the treetop platforms now.",hazard_alert,urgency,concern,commanding,canopy_lab,emergency_channel,evacuate_area,weather_tracking,ozone_flash
"Emergency notice: the empathy train's east rail shows heat warp; suspend boarding at platform two.",hazard_alert,urgency,concern,decisive,empathy_train,operations_alert,avoid_incident,structural_monitoring,rail_heat
"Storm alert: river surge expected within ten minutes; secure floating classrooms and docks.",hazard_alert,urgency,concern,authoritative,river_hub,incident_channel,protect_assets,hydrology_analysis,water_swell
"Critical update: the desert observatory wind sensors report sandstorm onset—seal all exterior doors.",hazard_alert,urgency,concern,commanding,desert_observatory,crisis_line,maintain_safety,environmental_scan,sand_hiss
"Warning: the solidarity kitchen refrigeration lost power; discard perishables and switch to shelf-stable menu.",hazard_alert,urgency,accountability,firm,solidarity_kitchen,food_safety_channel,prevent_illness,process_control,fridge_silence
"Alert crew: avalanche beacons triggered on ridge nine; halt outbound treks until cleared.",hazard_alert,urgency,concern,authoritative,mountain_rescue,incident_board,save_lives,risk_monitoring,beacon_chirp
"Immediate action: chemical sensors flagged solvent leak in the maker lab—engage ventilation and evacuate.",hazard_alert,urgency,concern,commanding,makerspace,safety_broadcast,prevent_exposure,hazard_detection,solvent_fume
"High wind warning: solar sail bay shows tension strain—release sails and secure rigging.",hazard_alert,urgency,concern,firm,solar_sail_bay,ops_alert,avoid_damage,structural_assessment,rigging_creak
"Notice: translation hub firewall breached; disconnect external feeds and activate containment protocols.",hazard_alert,urgency,concern,serious,translation_hub,security_channel,protect_data,cyber_response,alert_chime
"Emergency: kitchen steam line pressure doubled; shut valves and keep staff clear of bay two.",hazard_alert,urgency,concern,decisive,community_kitchen,ops_channel,prevent_injury,pressure_monitoring,steam_hiss
"Heads-up: wildlife cams show a bear near the night garden entrance—pause tours and notify guardians.",hazard_alert,urgency,concern,calm,night_garden,safety_board,protect_guests,environmental_monitoring,twig_crack
"Critical: the sea wall sensors detect an approaching rogue wave; evacuate the tide lab to high ground.",hazard_alert,urgency,concern,commanding,tide_lab,crisis_channel,save_personnel,ocean_monitoring,wave_roar
"Alert: indoor air monitors in the solidarity hall show particulate spike—activate filtration and pause events.",hazard_alert,urgency,concern,authoritative,solidarity_hall,health_alert,protect_attendees,air_quality_tracking,filter_hum
"Warning: drone bay charging station overheating; disconnect units and deploy fire blankets.",hazard_alert,urgency,concern,decisive,drone_bay,safety_line,prevent_fire,thermal_monitoring,overheat_whine
"Emergency broadcast: hillside shuttle path iced over; switch to ground escort until thaw.",hazard_alert,urgency,concern,firm,transport_hub,ops_alert,prevent_accident,weather_monitoring,ice_glaze
"Urgent: floodlights flickered on the empathy bridge due to power surge—close crossing for diagnostics.",hazard_alert,urgency,concern,serious,empathy_bridge,infrastructure_channel,ensure_safety,system_monitoring,light_flicker
"Critical notice: air quality in the smelter wing dropped below safe threshold; evacuate and don respirators.",hazard_alert,urgency,concern,commanding,smelter_wing,safety_alert,protect_health,gas_detection,metal_fume
"Alert: hillside med bay backup generator failed start test—switch to manual protocols immediately.",hazard_alert,urgency,concern,decisive,hillside_med_bay,ops_board,maintain_care,contingency_management,generator_click
"Warning: night sky deck rail sensors detect bolt fatigue—restrict occupancy to essential crew.",hazard_alert,urgency,concern,calm,sky_deck,maintenance_alert,prevent_collapse,structural_monitoring,metal_ping
"Emergency: field camp water potability sensors show contamination—deploy purification tablets now.",hazard_alert,urgency,concern,authoritative,field_camp,health_channel,ensure_safety,quality_control,water_alarm
"Alert crew: geothermal tunnel seismograph spiked—pause tours and inspect for microquakes.",hazard_alert,urgency,concern,firm,geothermal_tunnel,incident_board,prevent_collapse,seismic_monitoring,tremor_rattle
"Critical update: aerial walkway nets sagging from ice load—close and deploy de-icing team.",hazard_alert,urgency,concern,commanding,aerial_walkway,ops_channel,protect_passers,risk_management,ice_weight
"Warning: empathy lounge carbon monoxide detector chirped—evacuate and ventilate immediately.",hazard_alert,urgency,concern,decisive,empathy_lounge,safety_line,save_lives,air_monitoring,detector_chirp
"Emergency notice: wildfire watch tower saw embers drifting toward storage sheds—activate sprinkler halo.",hazard_alert,urgency,concern,authoritative,wildfire_watch,crisis_channel,prevent_spread,fire_detection,ember_glow
"Alert: the solidarity ferry hull sensor registered stress fracture—suspend crossings at once.",hazard_alert,urgency,concern,firm,solidarity_ferry,ops_broadcast,prevent_failure,structural_inspection,hull_creak
"Warning: dehydration index high in desert canteen—double hydration checks for all teams.",hazard_alert,urgency,care,serious,desert_canteen,health_alert,protect_health,physiological_monitoring,heat_haze
"Critical: static charge building in the robotics pier; ground all equipment before continuing.",hazard_alert,urgency,concern,commanding,robotics_pier,safety_channel,avoid_damage,electrical_monitoring,static_crackle
"Emergency broadcast: avalanche warning escalated to severe—cease ridge activities now.",hazard_alert,urgency,concern,authoritative,alpine_station,incident_board,save_lives,hazard_prediction,snow_rumble
"Alert: empathy market canopy anchors loosened by gusts—secure lines and clear shoppers.",hazard_alert,urgency,concern,decisive,empathy_market,operations_alert,prevent_injury,environmental_monitoring,canvas_snap
"Warning: the compassion forge crucible is hairline cracked—shut heat and let it cool under guard.",hazard_alert,urgency,concern,firm,compassion_forge,safety_broadcast,prevent_breach,structural_analysis,crucible_ping
"Critical notice: field communication tower lightning rod offline—pull staff indoors until fixed.",hazard_alert,urgency,concern,commanding,field_comm_center,ops_channel,maintain_safety,hardware_monitoring,rod_spark
"Emergency: helix library humidity spiked; relocate rare scrolls to dryness vault now.",hazard_alert,urgency,concern,decisive,helix_library,preservation_alert,protect_collections,climate_monitoring,humid_hiss
"Alert: observation balloon encountering shear; recall to base and suspend flights until winds calm.",hazard_alert,urgency,concern,firm,observation_base,flight_ops,prevent_loss,weather_assessment,balloon_strain
"Warning: subterranean archive temperature dropped sharply—warm staff and monitor frost risk.",hazard_alert,urgency,care,serious,subterranean_archive,ops_notice,protect_team,environmental_tracking,frost_bite
"Critical update: hillside ramp handrails slick with freezing rain—deploy grit crews immediately.",hazard_alert,urgency,concern,commanding,hillside_ramp,maintenance_board,prevent_slips,condition_monitoring,grit_sack
"Emergency notice: accessible shuttle lift jammed mid-rise—engage manual override and support rider.",hazard_alert,urgency,concern,decisive,accessible_shuttle,incident_channel,ensure_safety,problem_solving,lift_beep
"Alert: coastal sensor buoys downlink offline—notify navigation team and reroute boats.",hazard_alert,urgency,concern,firm,coastal_station,comms_alert,prevent_collision,network_monitoring,buoy_silence
"Warning: solidarity garden walkway icing—close path and deploy warming mats.",hazard_alert,urgency,concern,calm,solidarity_garden,ops_board,prevent_falls,environmental_management,ice_sheen
"Critical: data commons cooling fans stalled—power down servers to avoid overheating.",hazard_alert,urgency,concern,decisive,data_commons,tech_alert,protect_infrastructure,system_monitoring,fan_silence
"Emergency: aquifer lab oxygen sensors low; don respirators and evacuate to muster point alpha.",hazard_alert,urgency,concern,commanding,aquifer_lab,safety_broadcast,protect_health,air_quality_monitoring,bubble_static
"Alert: hillside communications fiber severed; switch to radio nets and dispatch repair.",hazard_alert,urgency,concern,firm,communications_hub,ops_channel,maintain_contact,contingency_execution,fiber_snap
"Warning: the festival's tactile path peeling—pause foot traffic and relay for repairs.",hazard_alert,urgency,concern,calm,festival_path,accessibility_alert,prevent_injury,maintenance_coordination,path_edge
"Critical: the empathy lounge structural sensor saw unusual load—limit occupancy until engineers assess.",hazard_alert,urgency,concern,serious,empathy_lounge,facility_board,ensure_safety,structural_analysis,pillar_groan
"Emergency broadcast: pollen count soared in the resilience orchard—mask distribution required.",hazard_alert,urgency,care,decisive,resilience_orchard,health_alert,prevent_reactions,environmental_monitoring,blossom_dust
"Alert: solidarity tower lifts glitching between floors—escort residents via stairs with support.",hazard_alert,urgency,concern,authoritative,solidarity_tower,ops_notice,maintain_safety,contingency_planning,lift_alarm
"Warning: lightning interference on the empathy radio mast—power down transmitters until stable.",hazard_alert,urgency,concern,commanding,radio_mast,comms_alert,protect_equipment,weather_monitoring,static_buzz
"Critical: hillside walkway sensors show soil slippage—divert foot traffic and deploy stabilization crew.",hazard_alert,urgency,concern,firm,hillside_walkway,incident_board,prevent_collapse,geology_monitoring,soil_shift
"Emergency: glacial shuttle tire pressure failure—hold departures and inspect fleet.",hazard_alert,urgency,concern,decisive,glacial_shuttle,transport_alert,ensure_safety,maintenance_assessment,air_hiss
"Alert: solidarity plaza sound rig overloading—mute channel four and check amplifier cooling.",hazard_alert,urgency,concern,commanding,solidarity_plaza,tech_channel,prevent_damage,audio_monitoring,amp_heat
"Warning: resilience studio detected slip hazard from spilled glaze—rope off area and clean.",hazard_alert,urgency,concern,calm,resilience_studio,ops_notice,prevent_injury,environmental_control,glaze_shine
"Critical: desert observatory coolant pump faltered—power down scope to protect optics.",hazard_alert,urgency,concern,firm,desert_observatory,tech_board,avoid_damage,equipment_monitoring,coolant_whirr
"Emergency: hillside amphitheater lightning siren triggered—clear seats immediately.",hazard_alert,urgency,concern,authoritative,hillside_amphitheater,safety_broadcast,protect_crowd,storm_response,siren_wail
"Alert: the empathy archive server flagged malware—disconnect network and initiate clean sweep.",hazard_alert,urgency,concern,serious,empathy_archive,security_channel,protect_records,cyber_defense,alert_ping
"Warning: mobile clinic refrigeration warming—transfer vaccines to backup cooler now.",hazard_alert,urgency,concern,decisive,mobile_clinic,health_channel,maintain_efficacy,cold_chain_monitoring,cooler_alarm
"Critical: canyon glider runway shows debris—halt launches and sweep runway.",hazard_alert,urgency,concern,commanding,glider_runway,flight_ops,prevent_accident,environmental_scan,gravel_scatter
"Emergency: solidarity hall fire alarm triggered by actual smoke—activate evacuation plan delta.",hazard_alert,urgency,concern,authoritative,solidarity_hall,emergency_channel,protect_lives,incident_management,alarm_bell
"Alert: ocean cleanup vessel detected fuel sheen—stop operations and deploy containment booms.",hazard_alert,urgency,concern,decisive,ocean_cleanup,crisis_channel,protect_ecosystem,environmental_response,fuel_sheen
"Warning: robotics lab magnet field spike—keep implants out and power cycle coil.",hazard_alert,urgency,concern,commanding,robotics_lab,tech_alert,prevent_harm,field_monitoring,magnet_hum
"Critical: hillside observatory noted support strut stress—evacuate dome until inspection clears.",hazard_alert,urgency,concern,firm,hillside_observatory,facility_channel,ensure_integrity,structural_review,strut_creak
"Emergency: refugee welcome hub detected carbon monoxide from generator—ventilate and relocate.",hazard_alert,urgency,concern,decisive,welcome_hub,health_alert,save_lives,air_quality_response,exhaust_fume
"Alert: solidarity walkway lighting grid offline—deploy handheld lanterns and close east wing.",hazard_alert,urgency,concern,commanding,solidarity_walkway,ops_board,maintain_navigation,contingency_planning,lantern_light
"Warning: hillside medevac rotor wash loosening stage tents—secure stakes or pause flights.",hazard_alert,urgency,concern,authoritative,medevac_pad,incident_board,prevent_damage,operational_coordination,canvas_flap
"Critical: resilience hub humidity rising dangerously—shut sauna and circulate dry air.",hazard_alert,urgency,concern,firm,resilience_hub,health_channel,protect_guests,environmental_control,sauna_steam
"Emergency: solidarity ridge sensors detect predator tracks—hold night hikes until daylight.",hazard_alert,urgency,concern,calm,solidarity_ridge,safety_board,ensure_security,wildlife_monitoring,track_imprint
"Alert: climate data center UPS offline—transition to manual logging and notify engineers.",hazard_alert,urgency,concern,decisive,climate_center,tech_notice,protect_data,contingency_plan,ups_silence
"Warning: hillside accessible ramp iced—activate heating coils and escort visitors with support.",hazard_alert,urgency,concern,attentive,accessible_ramp,ops_channel,prevent_fall,environmental_response,heating_coil
"Critical: empathy walkway bubble lights shorted in rain—cut power and rope perimeter.",hazard_alert,urgency,concern,commanding,empathy_walkway,facility_alert,ensure_safety,electrical_monitoring,light_pop
"Emergency: canyon drone control lost telemetry—land manually and ground fleet pending checks.",hazard_alert,urgency,concern,firm,canyon_drone_hub,flight_channel,avoid_incident,signal_monitoring,telemetry_static
"Alert: solidarity greenhouse heating coil failed; protect seedlings with thermal blankets.",hazard_alert,urgency,concern,calm,solidarity_greenhouse,ops_notice,maintain_growth,temperature_management,blanket_warmth
"Warning: hillside amphitheater floor slick with condensation—pause rehearsal and mop.",hazard_alert,urgency,concern,calm,hillside_amphitheater,operations_notice,prevent_slips,maintenance_response,condensation_glow
"Critical: solar array inverter tripped offline—switch to backup grid and inspect lines.",hazard_alert,urgency,concern,commanding,solar_array,ops_channel,maintain_power,electrical_analysis,inverter_silence
"Emergency: solidarity kitchen allergen mislabeled—pull batch and notify patrons immediately.",hazard_alert,urgency,accountability,firm,solidarity_kitchen,food_safety_alert,protect_health,quality_check,allergen_tag
"Alert: hillside story circle canopy collapsing from snow load—evacuate and brace beams.",hazard_alert,urgency,concern,authoritative,story_circle,emergency_channel,prevent_collapse,structural_support,snow_creak
"Warning: empathy skate rink ice thin near east edge—close section and mark hazard.",hazard_alert,urgency,concern,firm,empathy_rink,ops_notice,prevent_accident,safety_marking,ice_thin
"Critical: refugee welcome fountain water tested unsafe—shut valves and post advisory.",hazard_alert,urgency,concern,decisive,welcome_plaza,health_channel,protect_community,quality_monitoring,fountain_hum
"Emergency: solidarity cinema exit blocked by scaffolding—reroute patrons and clear path.",hazard_alert,urgency,concern,commanding,solidarity_cinema,facility_alert,ensure_egress,logistics_coordination,scaffold_clank
"Alert: hillside trail sensors show lightning proximity—suspend guided hikes immediately.",hazard_alert,urgency,concern,authoritative,hillside_trail,ops_board,protect_hikers,storm_monitoring,thunder_roll
"Warning: climate vault coolant reservoir low—pause server loads and refill.",hazard_alert,urgency,concern,decisive,climate_vault,tech_alert,prevent_failure,system_monitoring,coolant_glow
"Critical: empathy plaza speaker rig overheating—power down to avoid melt.",hazard_alert,urgency,concern,commanding,empathy_plaza,tech_channel,prevent_damage,thermal_monitoring,speaker_heat
"Emergency: solidarity med tent flagged biohazard disposal overflow—stop intake and clear.",hazard_alert,urgency,concern,firm,solidarity_med_tent,health_alert,ensure_safety,protocol_enforcement,container_full
"Alert: hillside lantern loop battery acid leak—cordon area and neutralize spill.",hazard_alert,urgency,concern,decisive,lantern_loop,safety_notice,prevent_injury,chemical_response,acid_fizz
"Warning: resilience pool sensors show imbalance—close water access until treated.",hazard_alert,urgency,concern,firm,resilience_pool,ops_board,protect_health,water_quality_monitoring,chlorine_scent
"Critical: desert walkway step fractured—block entry and install repair signage.",hazard_alert,urgency,concern,authoritative,desert_walkway,maintenance_channel,prevent_falls,structural_assessment,step_crack
"Emergency: solidarity watch tower radio silent—check crew safety and deploy relief.",hazard_alert,urgency,concern,commanding,watch_tower,ops_channel,ensure_security,communication_check,radio_silence
"Alert: empathy station aroma diffuser overheated—unplug unit and ventilate booth.",hazard_alert,urgency,concern,calm,empathy_station,facility_notice,maintain_safety,sensory_monitoring,aroma_smoke
"Warning: hillside walkway guard rope fraying—replace line before reopening.",hazard_alert,urgency,concern,firm,hillside_walkway,maintenance_board,ensure_integrity,inspection_process,rope_fray
"Critical: solidarity orchard bee activity surged near walkway—reroute guests and post signage.",hazard_alert,urgency,care,serious,solidarity_orchard,nature_alert,prevent_stings,pollinator_monitoring,bee_hum
"Emergency: empathy helix elevator floor sensors misaligned—shut down until calibration.",hazard_alert,urgency,concern,commanding,empathy_helix,ops_channel,prevent_injury,system_diagnostics,platform_shift
"Alert: hillside campfire smoke drifting toward asthma rest zone—extinguish and relocate circle.",hazard_alert,urgency,care,decisive,hillside_camp,health_alert,protect_breathing,environmental_response,smoke_trail
"Warning: solidarity stage rigging rope snapped—stop rehearsal and inspect hardware.",hazard_alert,urgency,concern,firm,solidarity_stage,tech_notice,prevent_collapse,maintenance_review,rope_snap
"Critical: aquifer walkway recorded slick algae bloom—close path and scrub immediately.",hazard_alert,urgency,concern,commanding,aquifer_walkway,ops_board,prevent_slips,environmental_maintenance,algae_sheen
"Emergency: empathy film booth projector sparked—cut power and deploy extinguisher.",hazard_alert,urgency,concern,decisive,empathy_film_booth,safety_alert,prevent_fire,incident_response,spark_smell
"Alert: hillside skyway glass panel cracked—evacuate walkway and install barriers.",hazard_alert,urgency,concern,authoritative,skyway,facility_channel,protect_travelers,structural_assessment,glass_crack
"Warning: solidarity tram brake warning light active—hold service and inspect.",hazard_alert,urgency,concern,firm,solidarity_tram,transport_notice,prevent_accident,safety_protocol,brake_light
"Critical: desert greenhouse shading stuck open—shield seedlings from noon heat.",hazard_alert,urgency,concern,commanding,desert_greenhouse,ops_channel,prevent_damage,environmental_control,sunbeam
"Emergency: empathy listening booth door jammed—assist occupant and repair latch.",hazard_alert,urgency,concern,calm,listening_booth,ops_notice,ensure_safety,facility_response,latch_click
"Alert: solidarity pier tide surge warning—pull back equipment and secure rails.",hazard_alert,urgency,concern,decisive,solidarity_pier,crisis_channel,protect_assets,ocean_monitoring,tide_surge
"Warning: hillside glider towline fraying—ground glider and replace cable.",hazard_alert,urgency,concern,firm,glider_tow,flight_ops,prevent_incident,inspection_process,towline_fray
"Critical: resilience labyrinth lights flickering—close loop until electrical team assesses.",hazard_alert,urgency,concern,commanding,resilience_labyrinth,ops_board,ensure_safety,system_review,light_flicker
"Emergency: solidarity respite pod temperature spiked—power down and relocate resting guests.",hazard_alert,urgency,concern,calm,respite_pod,health_alert,protect_guests,environmental_monitoring,temperature_alarm
"After today's canyon rescue, what sound stayed with you, and how might it guide tomorrow's calm?",reflection_prompt,curiosity,empathy,contemplative,canyon_rescue,debrief_circle,integrate_experience,metacognition,wind_hum
"Which moment in the listening lounge reshaped the way you read silence today?",reflection_prompt,curiosity,wonder,soft,reflection_space,evening_journal,deep_listening,pattern_recognition,dim_lamp
"What did the smell of the solidarity kitchen's spices remind you of while greeting new arrivals?",reflection_prompt,nostalgia,curiosity,gentle,solidarity_kitchen,gratitude_wall,connect_memory,sensory_recall,spice_trail
"Where did you notice tension ease in the mediation room, and what helped that release?",reflection_prompt,curiosity,care,calm,mediation_suite,team_circle,harvest_learning,attention_to_detail,linen_cushion
"How did the drone bay's hum influence your focus, and what rhythm might support you tomorrow?",reflection_prompt,curiosity,focus,thoughtful,drone_bay,shift_debrief,shape_flow,pattern_listening,rotor_whirr
"Which guest story expanded your sense of belonging during the empathy market exchange?",reflection_prompt,curiosity,gratitude,warm,empathy_market,closing_circle,anchor_values,story_linking,lantern_glow
"What did you learn from the youth mentor when the mural colors blended unexpectedly?",reflection_prompt,curiosity,admiration,encouraging,art_studio,creative_journal,celebrate_growth,learning_capture,paint_sheen
"How did your body react when the storm siren sounded, and what grounding kept you steady?",reflection_prompt,curiosity,self_awareness,steady,storm_hub,resilience_circle,notice_response,somatic_mapping,siren_echo
"Which phrase in today's briefing deserves a second listen before we design the next step?",reflection_prompt,curiosity,thoughtfulness,reflective,briefing_room,team_journal,refine_message,analytical_review,marker_scent
"Where did you feel invited to rest, and what might help you accept that invitation sooner?",reflection_prompt,curiosity,self_compassion,soothing,wellness_lounge,rest_log,prioritize_recovery,habit_reflection,blanket_weight
"How did the ocean air on the ferry reshape your understanding of arrival rituals today?",reflection_prompt,curiosity,openness,calm,transport_hub,story_sharing,expand_perspective,sensory_mapping,salt_breeze
"Which volunteer gesture surprised you in the resilience hub, and how can we echo it tomorrow?",reflection_prompt,curiosity,gratitude,hopeful,resilience_hub,learning_circle,amplify_practice,behavioral_analysis,soft_lights
"What did you notice about your pacing during the empathy walk, and where could curiosity soften it?",reflection_prompt,curiosity,care,contemplative,empathy_walk,reflection_prompt,adjust_rhythm,self_observation,lantern_path
"When did the choir's harmony create stillness in you, and how might you share that gift?",reflection_prompt,curiosity,awe,soothing,solidarity_choir,debrief_journal,spread_calm,affective_awareness,echoing_hall
"What detail in the archive text caught your breath, and what does it ask from our future work?",reflection_prompt,curiosity,anticipation,thoughtful,archive_lab,scholar_circle,inform_planning,pattern_sensing,paper_rustle
"How did the warmth from the tea lab alter your approach to tonight's grief conversation?",reflection_prompt,curiosity,empathy,gentle,tea_lab,care_debrief,deep_enagement,emotional_processing,steam_swirl
"Which unexpected question from a guest reframed your view of care today?",reflection_prompt,curiosity,inspiration,reflective,guest_services,evening_circle,expand_learning,idea_mapping,lobby_glow
"Where did the quiet corners of the empathy atlas invite you to linger, and why there?",reflection_prompt,curiosity,wonder,calm,empathy_atlas,closing_reflection,trace_attention,spatial_awareness,soft_glow
"How did the tactile feedback from the kiosk shape your interpretation of belonging tonight?",reflection_prompt,curiosity,interest,analytical,interaction_lab,feedback_review,refine_design,sensory_attention,tactile_pulse
"What story from the solidarity orchard tasted like resilience, and how will you carry it forward?",reflection_prompt,curiosity,gratitude,hopeful,solidarity_orchard,story_circle,share_learning,meaning_making,apple_sweetness
"Which moment in the crisis center asked you to breathe deeper, and what supported that choice?",reflection_prompt,curiosity,self_awareness,steady,crisis_center,after_action,integrate_wisdom,emotional_regulation,monitor_hum
"How did the glacial air change your perception of time during the youth trek today?",reflection_prompt,curiosity,wonder,calming,glacial_trek,evening_journal,expand_awareness,sensory_mapping,crisp_air
"What did the laughter in the story deck reveal about collective healing for you?",reflection_prompt,curiosity,joy,contemplative,story_deck,closing_circle,understand_connection,emotion_tracking,laughter_echo
"Where did you sense tension in the innovation bay, and how might design address it tomorrow?",reflection_prompt,curiosity,problem_solving,thoughtful,innovation_bay,reflection_log,identify_needs,systems_thinking,servo_glow
"Which part of the desert observatory night sky reminded you of someone who trusts you?",reflection_prompt,curiosity,gratitude,calm,desert_observatory,night_journal,connect_memory,symbol_mapping,starlight_ribbon
"What gesture of accessibility impressed you during the festival, and who can you thank for it?",reflection_prompt,curiosity,appreciation,warm,festival_team,closing_reflection,reinforce_practice,recognition,braille_banner
"How did your voice shift when you invited someone to rest, and what did you learn from that tone?",reflection_prompt,curiosity,empathy,soft,wellness_team,voice_log,refine_support,communication_awareness,voice_warmth
